Date,S1,S2,S3,C1,C2,G
1950-01-01,1.6993270559578713,1.8962671150414832,1.6746904153759568,3.8553522522995953,2.37022260025436,6.3181636035489275
1951-01-01,2.7222579890913217,2.7433972572537684,2.4173123335149422,4.7712095320428825,3.1390517972169545,6.959373441423079
1952-01-01,2.8718197856608034,3.121024588449164,2.8126229405347196,4.83092073819775,3.352935663245128,7.149158903514176
1953-01-01,3.4108247700580128,3.35806848555419,3.2279506838729946,5.799797736435887,4.011646191425577,7.9988840295717285
1954-01-01,1.925871574366886,2.285308214986356,1.8383726007328056,4.426344843409341,2.592053725331456,6.353377490476549
1955-01-01,0.9608350489324688,1.5803630110463152,1.178410953985501,3.3453022077688654,1.8630278254433226,5.5930636672777085
1956-01-01,2.1424334016767226,2.6345013599654363,2.0124098364060212,4.312558687019777,2.7631117651389263,6.455848081192979
1957-01-01,2.5909486302879565,3.112260269396606,2.2757013663302548,4.7788082196998625,3.021104237657855,6.584881226830052
1958-01-01,4.47048915531275,4.789472613113668,3.9293095908671236,6.708035645129057,4.756202053708244,8.550941935382118
1959-01-01,2.5188521687771734,3.041636994095785,2.345178082016846,4.8270183098305575,3.1329434960833193,6.789222135260355
1960-01-01,2.5159073307701236,3.128128409041383,2.281079236008837,4.806349390477862,3.0860852107893737,6.732926136271138
1961-01-01,3.1913082192612663,3.4964520520606994,2.6214465792864936,5.563220994449489,3.611547088447688,7.697052769949599
1962-01-01,2.8617020539972455,3.172534246661062,2.324487670026209,5.342019707114146,3.287142552693449,7.271589506338816
1963-01-01,3.1671113000545916,3.2761917808041963,2.385789047049944,5.419220157399102,3.4169901540626335,7.2158921252261035
1964-01-01,1.8033139823118445,2.1946926336089034,1.589453555711246,4.350672743093881,2.483484460508831,6.272397074601804
1965-01-01,3.3061849296079244,3.493246574244408,2.620643836949274,5.650408719619773,3.786911600460807,7.537840288070661
1966-01-01,3.2018533053826093,3.141760278826131,2.4421917785035654,5.58585965684699,3.5997810377894304,7.763626400798209
1967-01-01,3.884648403650495,3.815157528850553,3.2472219137163596,6.430599528572234,4.395666308586239,8.38939118923551
1968-01-01,2.7614953303185743,3.0476912545347976,2.3995027331385983,5.167845991472007,3.2557272475204675,7.154776608554484
1969-01-01,2.6936974884662637,2.8296438346565753,2.0103999977421068,4.65940480800384,2.8207191792403368,6.582424654761016
1970-01-01,2.560144406468211,2.6375273907786627,2.1360575366260055,4.701743499112097,2.997129922636411,6.976245484841926
1971-01-01,2.398679224612965,2.303075339674477,1.8758082175683484,4.775016215359014,2.9060869028940326,6.988311487830284
1972-01-01,2.248881488747409,2.291010936372773,1.7669016395217123,4.535402587439071,2.7694578201557003,6.825975378324703
1973-01-01,2.7439195189410377,2.742061637211832,2.2790301318798383,5.278130416191407,3.3156230740258152,7.676043118088429
1974-01-01,2.7816523958680137,3.020705469283072,2.518909586897657,5.358330862985089,3.4379980718151884,7.657350093365093
1975-01-01,1.9707174682562292,2.1341164431088067,1.7089178063006036,4.616283197604579,2.672226027487634,6.9705046705530425
1976-01-01,2.6134101807595305,2.848968579921645,2.2594426209193554,4.881659696057637,3.1091284572831737,6.9614769617820365
1977-01-01,2.9135816209558376,2.7961506740878863,2.3040602768554486,5.153681994729524,3.2337825351722667,7.377633408277896
1978-01-01,3.1156757994314774,2.643034245585367,2.3466712379868957,4.917497345891889,3.226695207239243,6.996467466205163
1979-01-01,3.3145884710351368,3.204171240110294,2.8463808238894184,5.167425217840737,3.5862176797498075,7.136026152082223
1980-01-01,3.0926827209723045,2.66817623235798,2.350352457038997,4.844127635799364,3.2140851268448176,6.86876893762379
1981-01-01,3.75809874245356,3.6625479501799476,3.3727315067030403,5.718061923238438,4.160168022909603,7.87824486099359
1982-01-01,2.6480125561814822,2.5005890508947695,2.2489013725600797,4.614191641993597,2.999092468059859,6.538386673401573
1983-01-01,3.1770085623891933,2.9419931537688395,2.683747947919244,5.076917107198575,3.514461044046674,7.3491972307022975
1984-01-01,2.509193986257948,2.3806625687282943,2.1144180326422286,4.198208289630562,2.704875767412742,6.147887635410779
1985-01-01,2.1390165547925393,2.470883555860843,1.9660191836703091,3.5208564451220417,2.4199180227942576,5.461915940405082
1986-01-01,3.6725576460317995,3.759219183443631,3.261843834340778,5.379031452761743,3.936091609249408,7.380197383347283
1987-01-01,4.269101026541457,4.102863012724985,3.4373534165751445,5.854293678133762,4.30502375409269,7.7854607730456085
1988-01-01,3.6817947396005843,3.5098292399024626,2.8991557474268457,5.603767426138381,3.9229034324939502,7.41185885213706
1989-01-01,3.1469794546701624,3.0761301254215585,2.5363616468257297,5.393317024961886,3.635262415507291,7.1234192087627815
1990-01-01,3.4207117620656846,2.9669109463398105,2.509824659718734,5.867453174334087,3.8190819776181044,7.803372975063486
1991-01-01,3.679992008343091,3.4606849324646913,2.8748986319375978,5.713896424142848,3.9599696057816973,7.509283777866573
1992-01-01,4.50715448501526,4.322711740888102,3.7642431685762063,6.416411566224867,4.724967768593182,8.177914028922473
1993-01-01,2.9508167799288003,2.5685753483503735,2.0430904149498854,4.456548084156756,2.8593743560372302,6.082628580452788
1994-01-01,3.5879155255921207,3.28839040503593,2.6892109579235735,6.083247274241999,4.073721531290807,8.07089258853826
1995-01-01,3.388668378556189,3.639924651733898,3.0558082214002913,5.641376293075273,4.023115797331243,7.524579388296935
1996-01-01,2.2701690557963086,2.5187158532626275,1.971800547122668,4.39927804725281,2.8134897983371276,6.098743943993712
1997-01-01,3.1830987468958365,3.3238835661008497,2.674682190680544,5.444000140120767,3.7641132256425416,7.2609076908608845
