,C1,C2,G
1949-01-01,47.773261229032265,3.3660510062903226,65.58547143870969
1949-02-01,29.07533397321429,7.5666660447857135,62.630797668214264
1949-03-01,100.06808351129031,24.489505421612897,141.59336946677416
1949-04-01,157.705959892,72.53926695989999,175.76266932899998
1949-05-01,176.32261214225812,143.22843901935482,214.7604483280645
1949-06-01,141.716380286,107.311411181,150.25296576160002
1949-07-01,69.48588875129032,49.76457498580645,10.202285940096775
1949-08-01,83.10537871161289,23.475579609677425,11.250922725774192
1949-09-01,88.56565846699999,5.171600157099999,23.418032468999993
1949-10-01,90.53170019903226,4.675020095032257,81.63746990099999
1949-11-01,62.10828441999999,20.3324400409,102.95061674300001
1949-12-01,53.90248843451613,17.065924274225807,90.94275120387101
1950-01-01,26.12457497419355,15.945125201032264,43.26083464258064
1950-02-01,31.022117204464287,20.359812993,74.02832858571428
1950-03-01,78.20017005387096,42.87718703806451,131.45411134741937
1950-04-01,107.36804487499997,60.02227669099999,127.28422726499998
1950-05-01,179.9398609848387,114.10775894322579,183.8128748970968
1950-06-01,185.37151941100007,149.61678059899998,246.913466891
1950-07-01,101.7670943312903,90.43122106451612,98.76002786922581
1950-08-01,80.20061827741932,37.38189182670968,18.46897837074194
1950-09-01,91.60500004499998,7.604017314400001,26.419618251
1950-10-01,60.68026278096774,7.725018550935484,61.843080401322574
1950-11-01,78.192253516,38.101261533400006,139.24337564799998
1950-12-01,103.3747604835484,80.1184080764516,212.85134477225807
1951-01-01,85.6538949416129,46.71366308322582,162.32860904419357
1951-02-01,130.6316831067857,59.0112978320357,233.27014032214294
1951-03-01,95.50998459096772,35.56961361870967,154.8383462893548
1951-04-01,122.40429063199998,71.30182074599999,145.482520937
1951-05-01,149.88746529774195,120.02689341290322,168.83417628077422
1951-06-01,118.43049310299996,89.48123652000001,118.88356265500002
1951-07-01,85.56255027387098,37.186414237741936,10.301851627935486
1951-08-01,91.34466774193542,21.28878826393548,9.010238026064515
1951-09-01,68.10201703499999,8.2147173147,5.4160689362
1951-10-01,35.25904174838709,4.603771254193549,29.764659983709674
1951-11-01,22.153213302999994,3.9747414239,48.355735726999995
1951-12-01,24.644791356774196,8.517890266935485,50.51360126129034
1952-01-01,19.89578208087096,4.76910510280645,37.981112847096774
1952-02-01,29.244467850000003,9.746854025999998,59.98289349
1952-03-01,40.22819167354838,8.189049463064515,59.885564171612884
1952-04-01,68.404063403,42.6498910565,41.06509151939999
1952-05-01,82.94095830967743,80.4015765464516,53.83215304035485
1952-06-01,84.84671256099999,54.170128311,38.310806201199995
1952-07-01,82.00924269870964,36.82651624683871,10.947658428870964
1952-08-01,92.10282848419355,23.304765080999996,14.198615153806447
1952-09-01,73.56716850599999,7.134901549099999,5.854980064699999
1952-10-01,34.31271099058064,2.0241978371612905,15.851953639935482
1952-11-01,9.958091195000002,0.9901457500999997,25.0443633817
1952-12-01,9.363741890225807,0.8358037098387096,24.53061052209678
1953-01-01,41.17178209132258,19.469202482516124,80.4536430070645
1953-02-01,67.01990895321428,28.624287053142858,119.42630222249998
1953-03-01,38.87629059096774,7.479301394709679,36.281188580419354
1953-04-01,73.39726742399999,25.5446276787,28.4187876492
1953-05-01,78.7025657264516,72.66468318870967,59.69830760274195
1953-06-01,113.154120612,82.69463218899999,107.471873314
1953-07-01,84.56689339548387,56.73417313451613,26.848024742709683
1953-08-01,90.73265846806453,21.456862452580644,11.22443277212903
1953-09-01,66.83719786900001,9.968474038900002,6.344861517799999
1953-10-01,36.64930759141935,3.329513139193548,26.912879456806447
1953-11-01,14.808767086100001,1.7008986097999998,35.594276679000004
1953-12-01,46.47616694709676,18.204992280967744,85.46207113935482
1954-01-01,75.48723342193546,17.746442048903223,104.33387949483868
1954-02-01,71.12585176821428,17.698029374999997,105.64206562928571
1954-03-01,62.744652271935486,18.993296763580638,86.22023188161292
1954-04-01,96.21120715700002,50.730575295399994,79.95733697899999
1954-05-01,128.72290578193548,118.63845446322578,139.51984550903225
1954-06-01,137.65763221599997,99.49596140900002,135.14687178199998
1954-07-01,121.20523962677422,86.32984548290321,101.66204796338707
1954-08-01,93.19896449709678,29.8313415911613,20.326928912612892
1954-09-01,80.78796449099998,11.636336327200002,23.6625012481
1954-10-01,52.769814554516124,8.333374038096775,46.77486401061291
1954-11-01,27.48055611860001,22.572302638599997,69.366836201
1954-12-01,25.57376662770967,8.611975274709675,51.39051007161291
1955-01-01,21.1006182483871,4.365361671387096,43.54400311258064
1955-02-01,30.8855895492857,2.4615430570714283,49.625274367500005
1955-03-01,27.51210047719354,1.2176244209999998,28.07295673712903
1955-04-01,76.81416696199999,7.5785321521,22.363701865700005
1955-05-01,98.21378675612902,48.650170039354826,44.39716230929032
1955-06-01,183.38934012099995,131.74885014199998,202.29555496799998
1955-07-01,104.48003096322581,54.00296756903226,49.43025350187098
1955-08-01,94.84316851645161,25.436749626096766,12.959068012548382
1955-09-01,75.29449617299998,7.809786402599996,11.624065693499997
1955-10-01,40.75799074645162,9.364655336903224,38.77946524316129
1955-11-01,75.643737286,51.953863085799995,148.682324648
1955-12-01,113.9890108751613,61.03650698516129,200.54721802741926
1956-01-01,78.6934312596774,31.512083477612908,133.38148383677424
1956-02-01,51.62454141000001,14.942507229000004,83.31011675999999
1956-03-01,126.4392890883871,22.299973735838716,186.36139112709677
1956-04-01,209.49747305499994,108.47240190800001,301.22517943700007
1956-05-01,199.8529985525806,192.2987945303226,304.6253324525806
1956-06-01,189.543534869,164.14332310999998,264.58317941900003
1956-07-01,87.82789803387095,82.33808350258064,59.59052089480643
