Date,S1,S2,S3,C1,C2,G
1950-01-01,0.12873086846893947,0.12712133559667058,0.1277807769972436,0.1676997326818182,0.14082414220724768,0.20601677734608403
1951-01-01,0.14132127538425177,0.13999218129153923,0.1386746036944971,0.17643025922470462,0.14991236029635036,0.2060271729630468
1952-01-01,0.1393129193943029,0.14242502562252649,0.14207757166931756,0.17186484101648017,0.15047357803939063,0.20871524895092355
1953-01-01,0.12988003381909094,0.13050494221446074,0.13019060850794878,0.17026518549330252,0.14087636533587305,0.20701067842396287
1954-01-01,0.11915961471332202,0.12063405775672562,0.11863348264593739,0.16083762808493338,0.13017499217596246,0.18752000019681583
1955-01-01,0.11282081405268907,0.11662456945942476,0.11589410399751157,0.15098448761982722,0.1262707095108742,0.1870821084663475
1956-01-01,0.13398330454410973,0.13059358937213264,0.12741337084562848,0.17145117841794769,0.14165112261947366,0.20270397282007327
1957-01-01,0.13477261096011364,0.13785107130013183,0.13007698903211032,0.17231422218294348,0.1446287540546494,0.2011153127486028
1958-01-01,0.16322811912593377,0.157930430832404,0.147871416869719,0.202515895076004,0.16710173972566736,0.2342888369417064
1959-01-01,0.12993446164353795,0.13098674828939094,0.1274028617614044,0.16835755737818842,0.13887309278900384,0.19827338000743405
1960-01-01,0.13364039013688328,0.1343155780241886,0.12914571927068155,0.17356653829688348,0.14405821849398853,0.20736149904315276
1961-01-01,0.14544821431419006,0.14246998731400617,0.13185087310160729,0.18768121302310575,0.15110657348921638,0.22234520697770116
1962-01-01,0.13220443487384176,0.13186869713683436,0.12190927140994805,0.17409042359357793,0.14065087691492245,0.20365056844615967
1963-01-01,0.13629704278172414,0.13119869113986354,0.12310024009741556,0.17964965731294977,0.14139576321135564,0.20628577438696233
1964-01-01,0.11630928146723347,0.11681764690456928,0.11343426370272156,0.15741606879845613,0.12796837574379785,0.1861975444973421
1965-01-01,0.1410826843340331,0.13932090043543738,0.13223323083857014,0.18029168626051217,0.14883853503719116,0.20784690733073027
1966-01-01,0.13535303822508063,0.13240125339507278,0.12653922824304586,0.17508002900565198,0.14306983739241286,0.20768374692022817
1967-01-01,0.1454611176861559,0.14133583938165906,0.13500455043431242,0.1947566197523351,0.15280070104836352,0.22608710783134942
1968-01-01,0.1359419264985558,0.13505356033858074,0.12834946273623002,0.17953811151979762,0.14516810358526516,0.20681310235642555
1969-01-01,0.14195990655346458,0.1365009738975212,0.13230396657567273,0.17824765050908817,0.14766489522948906,0.20527238810425139
1970-01-01,0.13259081368007083,0.1280118198148244,0.12518980577195632,0.1747580595615611,0.14213527573423645,0.2122365971648409
1971-01-01,0.13266162917328608,0.1261923291053891,0.12229044588362259,0.17288119358953802,0.1386919869853572,0.20613920410508232
1972-01-01,0.1309743331476956,0.12808271427065354,0.12358606106316992,0.17190891579853035,0.13961695158722542,0.20883974972019817
1973-01-01,0.13439326740402127,0.1297030746947302,0.12648014384238934,0.17896122583941573,0.1436374030609481,0.21595356649896122
1974-01-01,0.1288198987802394,0.12894574828423294,0.12398183957020571,0.17752488503208239,0.14272153548816746,0.21616254846215757
1975-01-01,0.123951544052074,0.12069612561670073,0.11709341210425021,0.16558594154118328,0.13508615008082536,0.20418051070183507
1976-01-01,0.12470610836294424,0.12295101209795782,0.11730473809197207,0.1634650853664572,0.1328738877884756,0.19650818864348246
1977-01-01,0.1388426586547408,0.13027161576740967,0.1262592434921287,0.18379923776731658,0.1445693185828152,0.21807266870439684
1978-01-01,0.14076305623087051,0.1302484236818847,0.12919935534847024,0.17343005483206203,0.14367837762641303,0.2058389139438609
1979-01-01,0.14612103143859978,0.13395530801090444,0.13288347875907516,0.18709702510970222,0.15031694119003547,0.21848123509699377
1980-01-01,0.136413038852705,0.12361823702734082,0.12142014590344037,0.1717905079053322,0.13862094951596896,0.20147921154896972
1981-01-01,0.1450437836854059,0.1386087740223531,0.1342653432012125,0.18159206534138056,0.15088037363407175,0.21572131971654324
1982-01-01,0.13423129133199507,0.12656054765521718,0.12360880280164652,0.17335858571935667,0.14068123032286475,0.2061497382593474
1983-01-01,0.14057028072091324,0.13043618737446658,0.12786717797353994,0.17681462244876156,0.1456150760286942,0.2113939261454809
1984-01-01,0.1282207944582309,0.12034174171888364,0.11657933830845742,0.16599966354904372,0.13293186476084157,0.1962749839492589
1985-01-01,0.13993308348236091,0.13193021490647575,0.125475449184474,0.17402870907634307,0.14289189528182814,0.2069135697028416
1986-01-01,0.1433595078694209,0.1365639391894331,0.12987643509975225,0.18380362793301727,0.15030193445072856,0.2135635828933395
1987-01-01,0.15315515473035693,0.14586838361013488,0.13773704575520235,0.18592456485468786,0.1540023018980317,0.2176727504636873
1988-01-01,0.14203946254768426,0.1362779482483963,0.12741003524782984,0.17843168139646598,0.1454405377931421,0.2089712928664543
1989-01-01,0.13724629717079448,0.13271982337639465,0.1267162771248109,0.17689787274448643,0.14374544323200775,0.20413239957617607
1990-01-01,0.14702447670532062,0.1366481461292841,0.13220451642653913,0.18945695967563972,0.15327208248858779,0.22107236703883484
1991-01-01,0.13960104208303595,0.13098286335994466,0.12497840461582195,0.17840016393828734,0.1439568921864062,0.2097987919624699
1992-01-01,0.16166180611381267,0.15335225060321042,0.14433287953998808,0.1981622668130169,0.16594853865173598,0.22702646432695386
1993-01-01,0.13983208725477728,0.12567263391917885,0.11988962001136623,0.16905548839640058,0.1385650439217923,0.1944742883306075
1994-01-01,0.14602021888634473,0.1363359399674846,0.12956968702283372,0.18764163883282928,0.15300249426348564,0.2204516593949353
