,R1,R2,R3
1949-01-01,12.584828908809678,2.130851871216774,4.980376184826775
1949-02-01,20.698978027942502,2.378776958554286,6.4083451919314305
1949-03-01,24.583060630314197,5.406745690445805,8.388747175681935
1949-04-01,74.831166483437,8.911717625706997,21.874264043203002
1949-05-01,177.1317980159168,32.02696596627386,50.10561030282098
1949-06-01,114.82218111822901,28.446198357095998,40.694707160640014
1949-07-01,50.43578473884095,14.278176359409679,22.83269583810967
1949-08-01,15.215719760179352,4.329837730102259,10.12952077777355
1949-09-01,10.718625071725999,2.204995120094,7.9310202635559985
1949-10-01,30.76095627477097,3.705917111557742,7.825177979114516
1949-11-01,76.629031416314,13.654223161267003,16.107141715795
1949-12-01,46.54571677711549,7.473720235510646,11.205533560373226
1950-01-01,25.35842157350806,4.288440326681613,8.620945321081935
1950-02-01,20.04096529578,6.2189863907785705,10.435607624910002
1950-03-01,38.48454984888967,8.821666093978063,14.704637209696452
1950-04-01,41.47226890136199,8.238456271435002,17.848439027314996
1950-05-01,114.26165643943742,17.84191549562709,34.54185822407806
1950-06-01,186.33648204516794,37.157036270185,53.581090698655
1950-07-01,91.25905038486098,25.047128080310323,37.232342336682585
1950-08-01,26.328520213860966,6.770019184160323,15.017127318041615
1950-09-01,10.170420352755,2.892509287355999,8.592615076864002
1950-10-01,38.95118408404935,6.153680173038388,12.890906621479356
1950-11-01,61.642160801533,11.569536885126999,19.251529357215997
1950-12-01,66.2129636337629,16.3192455567029,24.832961372322572
1951-01-01,33.71462264407355,8.828261178989033,14.023132912607418
1951-02-01,72.96133967759464,12.458411477195353,22.84292741958964
1951-03-01,21.695226363053234,5.209167174119999,11.684691149480322
1951-04-01,77.02528793428299,11.801291399924,24.035839997896996
1951-05-01,139.72606523092648,27.049567617615484,41.67555706838613
1951-06-01,99.85657645554502,23.94506562536399,35.89761618301301
1951-07-01,32.485543601738705,8.91472804147355,18.771064321431293
1951-08-01,10.87639131909871,3.0844079922416134,9.706211318523874
1951-09-01,7.282460638817,1.7507079436729998,7.3343937362150005
1951-10-01,34.27124051142581,5.315053912966452,11.46846918646839
1951-11-01,32.037284259942005,4.828919113655,8.700927016639001
1951-12-01,20.93831704274322,4.827547421227743,9.140075336792906
1952-01-01,11.83629589453161,2.5434283320067728,5.880924995160968
1952-02-01,17.204242149899997,3.68299652955,8.323483300469997
1952-03-01,16.287183578325486,2.3822689347096775,6.938294331074515
1952-04-01,70.68558008263699,10.643538232431,20.05040424478
1952-05-01,114.72613494043837,24.331259919216773,32.49532661565387
1952-06-01,70.761591938934,18.472617846786996,27.340151752225005
1952-07-01,34.15500442172419,6.775234964688388,16.594238678939995
1952-08-01,10.530386852159033,1.6135761522609673,9.223655707776775
1952-09-01,6.656309079003998,1.309795757985,6.001302652098
1952-10-01,3.143708950539678,0.8055777592829033,4.332203556996774
1952-11-01,4.330438778016,0.8919429247039995,3.76293140834
1952-12-01,7.443686108757096,1.2524815462103225,4.157506879940322
1953-01-01,66.82084412865193,13.344186266215159,16.98738612890129
1953-02-01,61.42999143170035,10.965961942900718,16.279901450920715
1953-03-01,23.5327522372171,2.300478919213548,7.697925722483223
1953-04-01,50.934069596891,5.826295098688999,12.632541882558
1953-05-01,108.17696889394452,19.001389901142574,27.717726458747414
1953-06-01,95.50592888772002,21.919070734106,29.783763503038994
1953-07-01,62.245143090855485,17.017091414850967,25.93890780254129
1953-08-01,17.494787489274195,3.6235150867877426,12.687609928952902
1953-09-01,8.145605330122,1.6672581955639998,7.806784816818
1953-10-01,11.980857965699997,1.7810748694993548,6.070337298190644
1953-11-01,29.738192257267,4.322859301969,7.015243992627
1953-12-01,61.74201666093289,9.621315584324517,14.375869481559677
1954-01-01,31.02088666129743,5.0177726918003245,9.532683853214515
1954-02-01,22.233821927459992,3.405293001783214,8.349424601142859
1954-03-01,21.300955373678708,4.048751918526773,10.257028799474517
1954-04-01,49.023418662413,8.046081051866,18.015451790921002
1954-05-01,134.36860912319418,24.354918188161935,37.72015026582485
1954-06-01,136.43002138695797,26.616476971343996,36.09293635467
1954-07-01,102.71059340439677,24.19683710616774,33.85008678633484
1954-08-01,33.59141695622323,6.692339678712579,15.067421692100321
1954-09-01,17.11904424334,3.0787869458709993,8.659905344285
1954-10-01,16.529575788645484,3.754823046666774,8.07380903024129
1954-11-01,44.49190195384999,7.42901919994,9.973637144003
1954-12-01,20.781752282233544,4.2768395538783865,7.089223125584518
1955-01-01,16.050071089800966,3.1357528299793542,6.31149635549613
1955-02-01,29.072057309489992,2.858302536180001,6.853748968922142
1955-03-01,15.785920579624833,2.4041368481670964,5.643173093962258
1955-04-01,26.803302088900992,2.372215540578,7.5092974611850005
1955-05-01,84.92758608499646,10.98569434851871,20.324106362379673
1955-06-01,167.04741398777904,32.499292496645,45.83983106579499
1955-07-01,83.63462971650966,16.17126719496097,25.546646395857096
1955-08-01,25.15088648839837,4.052798487307743,12.915825446839355
1955-09-01,11.000660867846,2.5052575267329997,7.0065695984959975
1955-10-01,43.15239025303742,8.641397392189356,11.927494410805158
1955-11-01,83.75059573047702,14.402089968435002,20.521332288288
1955-12-01,48.83092286788256,11.333169464609034,20.858865450741288
1956-01-01,19.489143023484186,5.497423542113226,10.311525028249353
1956-02-01,13.438472547239998,3.010793639490001,7.40370328776
1956-03-01,17.79171246623613,2.687433200701935,8.11689631001516
1956-04-01,80.862182946987,10.367194122558,26.066714825787994
1956-05-01,185.02103601051874,32.27703112868419,55.94374945561163
1956-06-01,148.68257949962302,34.592483265834,54.402326456400004
